id,text,has_figurative_language,figurative_type,difficulty,instance_count,category,subcategory,pattern,notes,dataset_name,dataset_category
neg_115,The concert tickets cost $75 for general admission and $150 for VIP seating.,False,,medium,1,factual_statement,,,Pricing information,negative,phase1
neg_116,The course meets twice weekly on Tuesdays and Thursdays.,False,,easy,1,factual_statement,,,Schedule information,negative,phase1
neg_117,The warranty covers defects in materials and workmanship for one year.,False,,medium,1,factual_statement,,,Warranty terms,negative,phase1
neg_118,"The apartment has two bedrooms, one bathroom, and a kitchen.",False,,easy,1,literal_description,,,Property description,negative,phase1
neg_119,The conference will be held from June 15 to June 18 in Chicago.,False,,medium,1,factual_statement,,,Event details,negative,phase1
neg_120,The subscription costs $9.99 per month or $99 per year.,False,,medium,1,factual_statement,,,Pricing options,negative,phase1
neg_121,The judge considered the evidence before making a ruling.,False,,medium,1,literal_description,,,Legal process,negative,phase1
neg_122,The teacher explained the concept using examples from the textbook.,False,,medium,1,literal_description,,,Educational method,negative,phase1
neg_123,The mechanic replaced the brake pads and rotated the tires.,False,,medium,1,literal_description,,,Maintenance work,negative,phase1
neg_124,The architect designed the building to maximize natural light.,False,,medium,1,literal_description,,,Design intention,negative,phase1
neg_125,The journalist interviewed five sources for the article.,False,,medium,1,literal_description,,,Reporting process,negative,phase1
neg_126,"The chef prepared the meal using fresh, locally-sourced ingredients.",False,,medium,1,literal_description,,,Cooking approach,negative,phase1
neg_127,The accountant reviewed the financial statements for accuracy.,False,,medium,1,literal_description,,,Professional task,negative,phase1
neg_128,The programmer debugged the code to fix the error.,False,,medium,1,literal_description,,,Software development,negative,phase1
neg_129,The doctor examined the patient and ordered additional tests.,False,,medium,1,literal_description,,,Medical procedure,negative,phase1
neg_130,The lawyer drafted the contract according to the client's specifications.,False,,medium,1,literal_description,,,Legal work,negative,phase1
neg_131,The scientist analyzed the data using statistical software.,False,,medium,1,literal_description,,,Research method,negative,phase1
neg_132,The editor revised the manuscript to improve clarity.,False,,medium,1,literal_description,,,Editorial work,negative,phase1
neg_133,The consultant provided recommendations based on industry best practices.,False,,medium,1,literal_description,,,Professional advice,negative,phase1
neg_134,The photographer adjusted the camera settings to capture the scene.,False,,medium,1,literal_description,,,Photography technique,negative,phase1
neg_135,The translator converted the document from Spanish to English.,False,,medium,1,literal_description,,,Translation work,negative,phase1
neg_136,The conductor led the orchestra through the symphony.,False,,medium,1,literal_description,,,Musical direction,negative,phase1
neg_137,The curator organized the exhibition chronologically.,False,,medium,1,literal_description,,,Museum work,negative,phase1
neg_138,The therapist listened carefully to the patient's concerns.,False,,medium,1,literal_description,,,Therapeutic practice,negative,phase1
neg_139,The engineer calculated the load-bearing capacity of the structure.,False,,medium,1,literal_description,,,Engineering analysis,negative,phase1
neg_140,The researcher collected samples from ten different locations.,False,,medium,1,literal_description,,,Field work,negative,phase1
neg_141,The policy requires employees to submit expense reports within 30 days.,False,,medium,1,factual_statement,,,Company policy,negative,phase1
neg_142,The regulation limits emissions to 50 parts per million.,False,,medium,1,factual_statement,,,Environmental standard,negative,phase1
neg_143,The protocol specifies that samples must be stored at -80°C.,False,,medium,1,factual_statement,,,Laboratory procedure,negative,phase1
neg_144,The guidelines recommend a minimum of 150 minutes of exercise per week.,False,,medium,1,factual_statement,,,Health recommendation,negative,phase1
neg_145,"The standard requires testing at intervals of 1,000 hours.",False,,medium,1,factual_statement,,,Quality control,negative,phase1
neg_146,The procedure involves three distinct phases completed sequentially.,False,,medium,1,factual_statement,,,Process description,negative,phase1
neg_147,The criteria include a minimum GPA of 3.5 and two letters of recommendation.,False,,medium,1,factual_statement,,,Admission requirements,negative,phase1
neg_148,The specification calls for materials that meet ASTM standards.,False,,medium,1,factual_statement,,,Technical requirement,negative,phase1
neg_149,The agreement stipulates payment within 30 days of invoice date.,False,,medium,1,factual_statement,,,Contract term,negative,phase1
neg_150,The code requires exits to be clearly marked and illuminated.,False,,medium,1,factual_statement,,,Safety regulation,negative,phase1
neg_151,The historical record indicates that the event occurred in 1776.,False,,medium,1,factual_statement,,,Historical fact,negative,phase1
neg_152,The geological survey identified deposits of copper and zinc.,False,,medium,1,factual_statement,,,Survey finding,negative,phase1
neg_153,"The census data shows a median household income of $65,000.",False,,medium,1,factual_statement,,,Demographic data,negative,phase1
neg_154,The inventory includes 500 units in stock and 200 units on order.,False,,medium,1,factual_statement,,,Stock information,negative,phase1
neg_155,The forecast predicts temperatures between 70 and 80 degrees.,False,,medium,1,factual_statement,,,Weather prediction,negative,phase1
neg_156,The analysis revealed a correlation coefficient of 0.75.,False,,medium,1,factual_statement,,,Statistical finding,negative,phase1
neg_157,The audit found no significant discrepancies in the accounts.,False,,medium,1,factual_statement,,,Audit result,negative,phase1
neg_158,The inspection confirmed that all systems were functioning properly.,False,,medium,1,factual_statement,,,Inspection outcome,negative,phase1
neg_159,The evaluation rated the program as highly effective.,False,,medium,1,factual_statement,,,Assessment result,negative,phase1
neg_160,The review identified three areas requiring improvement.,False,,medium,1,factual_statement,,,Review finding,negative,phase1
neg_161,The door opened when she turned the handle.,False,,easy,1,literal_description,,,Mechanical action,negative,phase1
neg_162,The light turned on when he flipped the switch.,False,,easy,1,literal_description,,,Electrical action,negative,phase1
neg_163,The alarm sounded at 6:00 AM as programmed.,False,,easy,1,literal_description,,,Automated function,negative,phase1
neg_164,The printer produced 20 copies of the document.,False,,easy,1,literal_description,,,Machine output,negative,phase1
neg_165,The elevator stopped at the fifth floor.,False,,easy,1,literal_description,,,Transportation function,negative,phase1
neg_166,The thermostat maintained the temperature at 72 degrees.,False,,easy,1,literal_description,,,Climate control,negative,phase1
neg_167,The timer beeped after 30 minutes.,False,,easy,1,literal_description,,,Time notification,negative,phase1
neg_168,The lock clicked when the key was turned.,False,,easy,1,literal_description,,,Locking mechanism,negative,phase1
neg_169,The fan circulated air throughout the room.,False,,easy,1,literal_description,,,Ventilation function,negative,phase1
neg_170,The scale displayed a weight of 150 pounds.,False,,easy,1,literal_description,,,Measurement display,negative,phase1
neg_171,The mirror reflected her image clearly.,False,,easy,1,literal_description,,,Optical property,negative,phase1
neg_172,The magnet attracted the metal paperclips.,False,,easy,1,literal_description,,,Magnetic force,negative,phase1
neg_173,The soap dissolved in the warm water.,False,,easy,1,literal_description,,,Chemical process,negative,phase1
neg_174,The sponge absorbed the spilled liquid.,False,,easy,1,literal_description,,,Absorption action,negative,phase1
neg_175,The zipper fastened the jacket closed.,False,,easy,1,literal_description,,,Fastening mechanism,negative,phase1
neg_176,The wheels rotated as the car moved forward.,False,,easy,1,literal_description,,,Mechanical motion,negative,phase1
neg_177,The lens focused the light into a sharp image.,False,,easy,1,literal_description,,,Optical function,negative,phase1
neg_178,The filter removed impurities from the water.,False,,easy,1,literal_description,,,Filtration process,negative,phase1
neg_179,The spring compressed when pressure was applied.,False,,easy,1,literal_description,,,Mechanical property,negative,phase1
neg_180,The valve controlled the flow of water through the pipe.,False,,easy,1,literal_description,,,Flow control,negative,phase1
neg_181,The committee reached a consensus after lengthy discussion.,False,,medium,1,literal_description,,,Group decision,negative,phase1
neg_182,The team collaborated effectively to complete the project.,False,,medium,1,literal_description,,,Teamwork description,negative,phase1
neg_183,The manager delegated tasks to team members based on their expertise.,False,,medium,1,literal_description,,,Management action,negative,phase1
neg_184,The organization implemented new procedures to improve efficiency.,False,,medium,1,literal_description,,,Organizational change,negative,phase1
neg_185,The board approved the budget for the upcoming fiscal year.,False,,medium,1,literal_description,,,Governance action,negative,phase1
neg_186,The department hired three new employees last month.,False,,medium,1,factual_statement,,,Staffing information,negative,phase1
neg_187,The company expanded operations to five new markets.,False,,medium,1,factual_statement,,,Business expansion,negative,phase1
neg_188,The initiative reduced costs by 15% over six months.,False,,medium,1,factual_statement,,,Performance metric,negative,phase1
neg_189,The merger combined two companies with complementary strengths.,False,,medium,1,literal_description,,,Business transaction,negative,phase1
neg_190,The partnership enabled both organizations to share resources.,False,,medium,1,literal_description,,,Collaborative arrangement,negative,phase1
neg_191,The negotiation resulted in a mutually beneficial agreement.,False,,medium,1,literal_description,,,Negotiation outcome,negative,phase1
neg_192,The strategy focused on customer retention and satisfaction.,False,,medium,1,literal_description,,,Business approach,negative,phase1
neg_193,The campaign increased brand awareness by 25%.,False,,medium,1,factual_statement,,,Marketing result,negative,phase1
neg_194,The product launch exceeded sales projections by 10%.,False,,medium,1,factual_statement,,,Sales performance,negative,phase1
neg_195,The training program improved employee productivity.,False,,medium,1,literal_description,,,Training outcome,negative,phase1
neg_196,The restructuring eliminated redundant positions.,False,,medium,1,literal_description,,,Organizational change,negative,phase1
neg_197,The investment generated a return of 8% annually.,False,,medium,1,factual_statement,,,Financial performance,negative,phase1
neg_198,The acquisition added 500 employees to the workforce.,False,,medium,1,factual_statement,,,Workforce change,negative,phase1
neg_199,The divestiture allowed the company to focus on core competencies.,False,,medium,1,literal_description,,,Strategic decision,negative,phase1
neg_200,The diversification strategy reduced overall business risk.,False,,medium,1,literal_description,,,Risk management,negative,phase1
biz_001,Our Q3 pipeline is looking healthy with several deals in the final stages.,True,metaphor,easy,1,,business_metaphor,,Pipeline metaphor for sales process,business,phase1
biz_002,We need to pivot our strategy to capture the low-hanging fruit.,True,mixed metaphor,medium,1,,business_metaphor,,Pivot + low-hanging fruit,business,phase1
biz_003,The company is bleeding cash and needs to stop the hemorrhaging immediately.,True,metaphor,medium,1,,business_metaphor,,Medical metaphor for financial loss,business,phase1
biz_004,We're moving the needle on customer satisfaction scores.,True,metaphor,easy,1,,business_metaphor,,Measurement metaphor,business,phase1
biz_005,Let's circle back on this issue after the stakeholder meeting.,True,metaphor,easy,1,,business_metaphor,,Circular motion metaphor,business,phase1
biz_006,The market is hungry for innovative solutions.,True,personification,easy,1,,business_metaphor,,Market as hungry entity,business,phase1
biz_007,We need to drill down into the data to find the root cause.,True,metaphor,medium,1,,business_metaphor,,Drilling metaphor for analysis,business,phase1
biz_008,The new product launch will be a game-changer for our industry.,True,metaphor,easy,1,,sports_metaphor,,Sports metaphor in business,business,phase1
biz_009,We're playing in a different league now after the acquisition.,True,metaphor,easy,1,,sports_metaphor,,Sports league metaphor,business,phase1
biz_010,The competition is fierce and we need to stay ahead of the curve.,True,metaphor,medium,1,,business_metaphor,,Curve metaphor for trends,business,phase1
biz_011,Let's touch base next week to discuss the quarterly results.,True,metaphor,easy,1,,sports_metaphor,,Baseball metaphor,business,phase1
biz_012,The CEO hit it out of the park with that presentation.,True,metaphor,easy,1,,sports_metaphor,,Baseball home run metaphor,business,phase1
biz_013,We're in the red zone and need to score on this opportunity.,True,metaphor,medium,1,,sports_metaphor,,Football metaphor,business,phase1
biz_014,The project is a slam dunk if we can secure the funding.,True,metaphor,easy,1,,sports_metaphor,,Basketball metaphor,business,phase1
biz_015,We need to level the playing field with our competitors.,True,metaphor,medium,1,,sports_metaphor,,Sports fairness metaphor,business,phase1
biz_016,The company is punching above its weight in the market.,True,metaphor,medium,1,,sports_metaphor,,Boxing metaphor,business,phase1
biz_017,Let's take this offline and discuss it one-on-one.,True,metaphor,easy,1,,tech_metaphor,,Online/offline metaphor,business,phase1
biz_018,We need to get everyone on the same page before moving forward.,True,metaphor,easy,1,,business_metaphor,,Book/page metaphor,business,phase1
biz_019,The market is saturated and we need to find a new niche.,True,metaphor,medium,1,,business_metaphor,,Saturation metaphor,business,phase1
biz_020,Our brand is gaining traction in the millennial demographic.,True,metaphor,easy,1,,business_metaphor,,Traction metaphor,business,phase1
biz_021,We're launching a full-court press to win this client.,True,metaphor,medium,1,,sports_metaphor,,Basketball defensive strategy,business,phase1
biz_022,The company is at a crossroads and must choose its direction carefully.,True,metaphor,medium,1,,business_metaphor,,Crossroads metaphor,business,phase1
biz_023,We need to think outside the box to solve this problem.,True,metaphor,easy,1,,business_metaphor,,Box metaphor for conventional thinking,business,phase1
biz_024,The merger will create synergies across both organizations.,True,metaphor,medium,1,,business_metaphor,,Synergy as combined energy,business,phase1
biz_025,We're building an ecosystem of partners and vendors.,True,metaphor,medium,1,,business_metaphor,,Biological ecosystem metaphor,business,phase1
biz_026,The startup is disrupting the traditional business model.,True,metaphor,medium,1,,tech_metaphor,,Disruption metaphor,business,phase1
biz_027,We need to scale the business to meet growing demand.,True,metaphor,easy,1,,business_metaphor,,Scaling metaphor,business,phase1
biz_028,The company is burning through its cash reserves.,True,metaphor,medium,1,,business_metaphor,,Burning metaphor for spending,business,phase1
biz_029,Let's unpack this issue and examine all the components.,True,metaphor,medium,1,,business_metaphor,,Unpacking metaphor,business,phase1
biz_030,The market is ripe for disruption.,True,metaphor,easy,1,,business_metaphor,,Ripeness metaphor,business,phase1
biz_031,We're going to war with our competitors over market share.,True,metaphor,medium,1,,war_metaphor,,War metaphor,business,phase1
biz_032,The sales team is on the front lines dealing with customer complaints.,True,metaphor,medium,1,,war_metaphor,,Military front lines,business,phase1
biz_033,We need to deploy our resources strategically.,True,metaphor,medium,1,,war_metaphor,,Military deployment,business,phase1
biz_034,The company is under siege from aggressive competitors.,True,metaphor,hard,1,,war_metaphor,,Siege warfare metaphor,business,phase1
biz_035,We're fighting a battle on multiple fronts.,True,metaphor,medium,1,,war_metaphor,,Multi-front battle,business,phase1
biz_036,The marketing campaign is our secret weapon.,True,metaphor,easy,1,,war_metaphor,,Weapon metaphor,business,phase1
biz_037,We need to defend our market position against new entrants.,True,metaphor,medium,1,,war_metaphor,,Defense metaphor,business,phase1
biz_038,The company is launching an offensive to capture new markets.,True,metaphor,medium,1,,war_metaphor,,Military offensive,business,phase1
biz_039,We're in the trenches working on this project.,True,metaphor,medium,1,,war_metaphor,,Trench warfare metaphor,business,phase1
biz_040,The competitor's new product is a direct attack on our flagship offering.,True,metaphor,medium,1,,war_metaphor,,Attack metaphor,business,phase1
biz_041,We need to rally the troops for the upcoming product launch.,True,metaphor,medium,1,,war_metaphor,,Military rally metaphor,business,phase1
biz_042,The company is retreating from unprofitable markets.,True,metaphor,medium,1,,war_metaphor,,Military retreat,business,phase1
biz_043,We're targeting high-value customers with our campaign.,True,metaphor,easy,1,,war_metaphor,,Targeting metaphor,business,phase1
biz_044,The executive team is strategizing for the next quarter.,True,metaphor,easy,1,,war_metaphor,,Military strategy,business,phase1
biz_045,We need to fortify our position before the competition responds.,True,metaphor,hard,1,,war_metaphor,,Fortification metaphor,business,phase1
biz_046,The company is navigating choppy waters in the current economy.,True,metaphor,medium,1,,nautical_metaphor,,Sailing metaphor,business,phase1
biz_047,We're all in the same boat and need to work together.,True,metaphor,easy,1,,nautical_metaphor,,Boat metaphor for shared situation,business,phase1
biz_048,The CEO is steering the company in a new direction.,True,metaphor,easy,1,,nautical_metaphor,,Steering metaphor,business,phase1
biz_049,We need to stay afloat during this economic downturn.,True,metaphor,medium,1,,nautical_metaphor,,Floating metaphor,business,phase1
biz_050,The project is dead in the water without additional funding.,True,metaphor,medium,1,,nautical_metaphor,,Becalmed ship metaphor,business,phase1
biz_051,The company is riding the wave of digital transformation.,True,metaphor,medium,1,,nautical_metaphor,,Wave riding metaphor,business,phase1
biz_052,We're charting a course for sustainable growth.,True,metaphor,medium,1,,nautical_metaphor,,Navigation metaphor,business,phase1
biz_053,The business is sinking under the weight of debt.,True,metaphor,medium,1,,nautical_metaphor,,Sinking ship metaphor,business,phase1
biz_054,We need to weather the storm of negative publicity.,True,metaphor,medium,1,,nautical_metaphor,,Storm metaphor,business,phase1
biz_055,The company has smooth sailing ahead after resolving the lawsuit.,True,metaphor,easy,1,,nautical_metaphor,,Smooth sailing metaphor,business,phase1
biz_056,The organization is a well-oiled machine.,True,metaphor,easy,1,,mechanical_metaphor,,Machine metaphor,business,phase1
biz_057,We need to grease the wheels to speed up the approval process.,True,metaphor,medium,1,,mechanical_metaphor,,Lubrication metaphor,business,phase1
biz_058,The new policy threw a wrench in our plans.,True,metaphor,medium,1,,mechanical_metaphor,,Wrench in machinery,business,phase1
biz_059,The team is firing on all cylinders this quarter.,True,metaphor,medium,1,,mechanical_metaphor,,Engine metaphor,business,phase1
biz_060,We need to fine-tune our approach to customer service.,True,metaphor,easy,1,,mechanical_metaphor,,Tuning metaphor,business,phase1
biz_061,The company is running like clockwork after the restructuring.,True,simile,easy,1,,mechanical_metaphor,,Clock mechanism simile,business,phase1
biz_062,The supply chain is the backbone of our operations.,True,metaphor,easy,1,,body_metaphor,,Backbone metaphor,business,phase1
biz_063,The company needs fresh blood to innovate.,True,metaphor,medium,1,,body_metaphor,,Blood metaphor for new people,business,phase1
biz_064,We're the brains behind the operation.,True,metaphor,easy,1,,body_metaphor,,Brain metaphor,business,phase1
biz_065,The sales team is the lifeblood of the organization.,True,metaphor,medium,1,,body_metaphor,,Lifeblood metaphor,business,phase1
biz_066,The company has grown too fat and needs to trim down.,True,metaphor,medium,1,,body_metaphor,,Body weight metaphor,business,phase1
biz_067,We need to get to the heart of the matter.,True,metaphor,easy,1,,body_metaphor,,Heart metaphor for core issue,business,phase1
biz_068,The organization is suffering from growing pains.,True,metaphor,medium,1,,body_metaphor,,Growing pains metaphor,business,phase1
biz_069,The company's culture is the DNA of our success.,True,metaphor,medium,1,,body_metaphor,,DNA metaphor,business,phase1
biz_070,We need to inject new energy into the marketing campaign.,True,metaphor,medium,1,,body_metaphor,,Injection metaphor,business,phase1
biz_071,The startup is in its infancy but showing great promise.,True,metaphor,easy,1,,lifecycle_metaphor,,Infancy metaphor,business,phase1
biz_072,The product is in the final stages of development.,True,metaphor,easy,1,,lifecycle_metaphor,,Stages metaphor,business,phase1
biz_073,The company is experiencing growing pains as it expands.,True,metaphor,medium,1,,lifecycle_metaphor,,Growth metaphor,business,phase1
biz_074,The business model is mature and needs refreshing.,True,metaphor,medium,1,,lifecycle_metaphor,,Maturity metaphor,business,phase1
biz_075,The technology is dying and will be obsolete soon.,True,metaphor,medium,1,,lifecycle_metaphor,,Death metaphor,business,phase1
biz_076,We're planting seeds for future growth.,True,metaphor,medium,1,,agricultural_metaphor,,Planting metaphor,business,phase1
biz_077,The investment will bear fruit in the next fiscal year.,True,metaphor,medium,1,,agricultural_metaphor,,Fruit-bearing metaphor,business,phase1
biz_078,We're cultivating relationships with key stakeholders.,True,metaphor,medium,1,,agricultural_metaphor,,Cultivation metaphor,business,phase1
biz_079,The market is fertile ground for our new product.,True,metaphor,medium,1,,agricultural_metaphor,,Fertile ground metaphor,business,phase1
biz_080,We need to harvest the benefits of our earlier investments.,True,metaphor,medium,1,,agricultural_metaphor,,Harvest metaphor,business,phase1
biz_081,The company is reaping what it sowed with poor customer service.,True,metaphor,hard,1,,agricultural_metaphor,,Reaping/sowing metaphor,business,phase1
biz_082,We're nurturing talent within the organization.,True,metaphor,easy,1,,agricultural_metaphor,,Nurturing metaphor,business,phase1
biz_083,The idea is still germinating and needs more development.,True,metaphor,hard,1,,agricultural_metaphor,,Germination metaphor,business,phase1
biz_084,The partnership is blossoming into a profitable relationship.,True,metaphor,medium,1,,agricultural_metaphor,,Blossoming metaphor,business,phase1
biz_085,We need to prune unnecessary expenses from the budget.,True,metaphor,medium,1,,agricultural_metaphor,,Pruning metaphor,business,phase1
biz_086,The company is building a bridge to new markets.,True,metaphor,easy,1,,construction_metaphor,,Bridge building metaphor,business,phase1
biz_087,We're laying the foundation for long-term success.,True,metaphor,easy,1,,construction_metaphor,,Foundation metaphor,business,phase1
biz_088,The organizational structure is crumbling under pressure.,True,metaphor,medium,1,,construction_metaphor,,Crumbling structure,business,phase1
biz_089,We need to construct a solid business case for the investment.,True,metaphor,easy,1,,construction_metaphor,,Construction metaphor,business,phase1
biz_090,The company is building momentum in the marketplace.,True,metaphor,easy,1,,construction_metaphor,,Building metaphor,business,phase1
biz_091,The deal is a house of cards that could collapse at any moment.,True,metaphor,hard,1,,construction_metaphor,,House of cards metaphor,business,phase1
biz_092,We're cementing our position as market leader.,True,metaphor,medium,1,,construction_metaphor,,Cementing metaphor,business,phase1
biz_093,The strategy has cracks that need to be addressed.,True,metaphor,medium,1,,construction_metaphor,,Cracks metaphor,business,phase1
biz_094,We're building walls between departments that hinder collaboration.,True,metaphor,medium,1,,construction_metaphor,,Walls metaphor,business,phase1
biz_095,The company is on solid ground financially.,True,metaphor,easy,1,,construction_metaphor,,Solid ground metaphor,business,phase1
biz_096,The market is a jungle and only the strong survive.,True,metaphor,medium,1,,nature_metaphor,,Jungle metaphor,business,phase1
biz_097,We're swimming with sharks in this industry.,True,metaphor,medium,1,,nature_metaphor,,Shark metaphor,business,phase1
biz_098,The company is the lion's share of the market.,True,metaphor,medium,1,,nature_metaphor,,Lion metaphor,business,phase1
biz_099,We need to separate the wheat from the chaff in these proposals.,True,metaphor,hard,1,,agricultural_metaphor,,Wheat/chaff metaphor,business,phase1
biz_100,The business landscape is changing rapidly.,True,metaphor,easy,1,,nature_metaphor,,Landscape metaphor,business,phase1
sci_001,DNA acts as a blueprint for building proteins.,True,metaphor,easy,1,,model_metaphor,,Blueprint metaphor for genetic information,scientific,phase1
sci_002,The cell membrane behaves like a selective gatekeeper.,True,simile,medium,1,,pedagogical_simile,,Gatekeeper simile for membrane function,scientific,phase1
sci_003,Electrons orbit the nucleus like planets around the sun.,True,simile,easy,1,,pedagogical_simile,,Solar system analogy for atomic structure,scientific,phase1
sci_004,The mitochondria are the powerhouses of the cell.,True,metaphor,easy,1,,model_metaphor,,Powerhouse metaphor for energy production,scientific,phase1
sci_005,Enzymes act as catalysts that speed up chemical reactions.,True,metaphor,easy,1,,model_metaphor,,Catalyst as facilitator,scientific,phase1
sci_006,The immune system is the body's defense army.,True,metaphor,easy,1,,model_metaphor,,Military metaphor for immune function,scientific,phase1
sci_007,Neurons communicate with each other through electrical signals.,True,personification,easy,1,,technical_personification,,Communication metaphor for neural transmission,scientific,phase1
sci_008,The heart pumps blood like a mechanical pump.,True,simile,easy,1,,pedagogical_simile,,Pump analogy for heart function,scientific,phase1
sci_009,DNA unzips during replication.,True,personification,easy,1,,technical_personification,,Zipper metaphor for DNA separation,scientific,phase1
sci_010,The brain is like a computer processing information.,True,simile,easy,1,,pedagogical_simile,,Computer analogy for brain function,scientific,phase1
sci_011,Ribosomes are the protein factories of the cell.,True,metaphor,easy,1,,model_metaphor,,Factory metaphor for protein synthesis,scientific,phase1
sci_012,The endoplasmic reticulum serves as a highway for transporting molecules.,True,metaphor,medium,1,,model_metaphor,,Highway metaphor for cellular transport,scientific,phase1
sci_013,Chromosomes are packages of genetic information.,True,metaphor,easy,1,,model_metaphor,,Package metaphor for DNA organization,scientific,phase1
sci_014,The cell cycle is a carefully orchestrated dance of molecular events.,True,metaphor,medium,1,,model_metaphor,,Dance metaphor for coordinated processes,scientific,phase1
sci_015,Antibodies recognize and tag foreign invaders for destruction.,True,personification,medium,1,,technical_personification,,Recognition and tagging as intentional actions,scientific,phase1
sci_016,The Golgi apparatus acts as the cell's post office.,True,metaphor,easy,1,,model_metaphor,,Post office metaphor for sorting and shipping,scientific,phase1
sci_017,Photosynthesis is nature's way of capturing solar energy.,True,personification,easy,1,,technical_personification,,Nature as intentional agent,scientific,phase1
sci_018,The double helix structure of DNA resembles a twisted ladder.,True,simile,easy,1,,pedagogical_simile,,Ladder analogy for DNA structure,scientific,phase1
sci_019,Stem cells are the body's master cells that can differentiate into any cell type.,True,metaphor,medium,1,,model_metaphor,,Master metaphor for pluripotency,scientific,phase1
sci_020,The nervous system is the body's electrical wiring.,True,metaphor,easy,1,,model_metaphor,,Wiring metaphor for neural network,scientific,phase1
sci_021,Gravity pulls objects toward each other.,True,personification,easy,1,,technical_personification,,Pull as intentional action,scientific,phase1
sci_022,Light behaves as both a wave and a particle.,True,personification,easy,1,,technical_personification,,Behavior metaphor for quantum properties,scientific,phase1
sci_023,The atom is mostly empty space with a dense nucleus at its center.,True,metaphor,easy,1,,model_metaphor,,Space metaphor for atomic structure,scientific,phase1
sci_024,Magnetic fields guide charged particles along specific paths.,True,personification,medium,1,,technical_personification,,Guidance as intentional action,scientific,phase1
sci_025,Energy flows from hot objects to cold objects.,True,personification,easy,1,,technical_personification,,Flow metaphor for heat transfer,scientific,phase1
sci_026,The universe is expanding like a balloon being inflated.,True,simile,medium,1,,pedagogical_simile,,Balloon analogy for cosmic expansion,scientific,phase1
sci_027,Black holes are cosmic vacuum cleaners that suck in everything nearby.,True,metaphor,medium,1,,model_metaphor,,Vacuum cleaner metaphor for gravitational pull,scientific,phase1
sci_028,Quantum particles exist in a superposition of states until observed.,True,metaphor,hard,1,,model_metaphor,,Superposition as layered existence,scientific,phase1
sci_029,The Big Bang was the birth of the universe.,True,metaphor,easy,1,,model_metaphor,,Birth metaphor for cosmic origin,scientific,phase1
sci_030,Spacetime is a fabric that can be warped by massive objects.,True,metaphor,medium,1,,model_metaphor,,Fabric metaphor for spacetime,scientific,phase1
sci_031,Chemical bonds are the glue that holds atoms together.,True,metaphor,easy,1,,model_metaphor,,Glue metaphor for atomic attraction,scientific,phase1
sci_032,Acids donate protons while bases accept them.,True,personification,easy,1,,technical_personification,,Donation and acceptance as intentional,scientific,phase1
sci_033,Molecules vibrate and rotate at specific frequencies.,True,personification,easy,1,,technical_personification,,Vibration and rotation as actions,scientific,phase1
sci_034,Catalysts lower the activation energy barrier for reactions.,True,metaphor,medium,1,,model_metaphor,,Barrier metaphor for energy requirement,scientific,phase1
sci_035,Electrons jump between energy levels in atoms.,True,personification,easy,1,,technical_personification,,Jumping as movement metaphor,scientific,phase1
sci_036,The periodic table organizes elements like a filing system.,True,simile,easy,1,,pedagogical_simile,,Filing system analogy for organization,scientific,phase1
sci_037,Ionic bonds form when atoms steal electrons from each other.,True,personification,medium,1,,technical_personification,,Stealing metaphor for electron transfer,scientific,phase1
sci_038,Covalent bonds share electrons between atoms.,True,personification,easy,1,,technical_personification,,Sharing metaphor for electron pairing,scientific,phase1
sci_039,Chemical equilibrium is a dynamic balance between forward and reverse reactions.,True,metaphor,medium,1,,model_metaphor,,Balance metaphor for equilibrium,scientific,phase1
sci_040,Entropy is nature's tendency toward disorder.,True,personification,medium,1,,technical_personification,,Tendency as intentional direction,scientific,phase1
sci_041,Tectonic plates float on the mantle like rafts on water.,True,simile,easy,1,,pedagogical_simile,,Raft analogy for plate tectonics,scientific,phase1
sci_042,Volcanoes are Earth's pressure release valves.,True,metaphor,medium,1,,model_metaphor,,Valve metaphor for volcanic activity,scientific,phase1
sci_043,The water cycle is nature's recycling system.,True,metaphor,easy,1,,model_metaphor,,Recycling metaphor for water movement,scientific,phase1
sci_044,Erosion sculpts the landscape over millions of years.,True,personification,medium,1,,technical_personification,,Sculpting as artistic action,scientific,phase1
sci_045,The Earth's core is a furnace generating heat.,True,metaphor,easy,1,,model_metaphor,,Furnace metaphor for geothermal energy,scientific,phase1
sci_046,Glaciers are rivers of ice that flow slowly downhill.,True,metaphor,easy,1,,model_metaphor,,River metaphor for glacier movement,scientific,phase1
sci_047,Earthquakes release built-up stress in the Earth's crust.,True,personification,medium,1,,technical_personification,,Release as intentional action,scientific,phase1
sci_048,The atmosphere is a protective blanket around Earth.,True,metaphor,easy,1,,model_metaphor,,Blanket metaphor for atmospheric protection,scientific,phase1
sci_049,Ocean currents are conveyor belts distributing heat around the globe.,True,metaphor,medium,1,,model_metaphor,,Conveyor belt metaphor for circulation,scientific,phase1
sci_050,Fossils are windows into the past.,True,metaphor,easy,1,,model_metaphor,,Window metaphor for historical evidence,scientific,phase1
sci_051,Natural selection is nature's way of editing the genetic code.,True,personification,medium,1,,technical_personification,,Editing metaphor for evolutionary process,scientific,phase1
sci_052,Evolution is a blind watchmaker creating complexity without foresight.,True,metaphor,hard,1,,model_metaphor,,Watchmaker metaphor for evolutionary mechanism,scientific,phase1
sci_053,Genes are recipes for making proteins.,True,metaphor,easy,1,,model_metaphor,,Recipe metaphor for genetic instructions,scientific,phase1
