global_segment_id,statement,Lisa Causal (Y/N),Marie Y/N,Marie&Lisa Agreement,Final Y/N Solution,Type,Lisa Justification,Marie Notes,Agreement AI & Human,AI y/n,AI_  is_causal,AI_explanation,Andrew Y/N,Andrew Notes
1897,Rising costs of fossil fuels cause residents of Abeesse to be unable to afford home heating,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement clearly indicates a causal relationship where rising costs of fossil fuels (the cause) directly lead to residents of Abeesse being unable to afford home heating (the effect).,,
880,Residents cannot afford heat during winter,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes a condition or situation but does not indicate any causal relationship between events or states.,,
2034,The government subsidizes heating and oil costs for residents,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,#N/A,Yes,TRUE,The statement indicates a clear causal relationship where the government's action (subsidizing heating and oil costs) directly influences an effect (reduced financial burden on residents for these costs),,
1712,Creating other renewable resources could provide ways for individuals to warm their homes,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Direct, X leads to Y",also kLexical could provide,TRUE,Yes,TRUE,"The statement suggests that creating other renewable resources (cause) could lead to ways for individuals to warm their homes (effect), implying a potential causal relationship, though the certainty is moderated by the use of 'could', indicating possibility rather than definiteness.",,
843,Switching to wind energy helps the village,Yes,Yes,TRUE,Yes,"e) Implied causation: If-then constructions, resultative constructions","Direct, X leads to Y",Possible solution ,TRUE,Yes,TRUE,"The statement indicates that switching to wind energy (cause) has a beneficial effect on the village (effect), implying a direct positive influence.",,
1544,Prominent leaders are involved in planning,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement of prominent leaders in planning but does not indicate any cause and effect relationship.,,
1310,Knowing the alternatives to getting heat is needed for residents in the Village of Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a need or requirement but does not indicate that knowing alternatives directly causes an effect for residents. It lacks clear causal indicators.,,
2044,The citizens of the town would be involved,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement does not indicate any cause and effect relationship; it merely states a condition or involvement without specifying what leads to this involvement.,,
751,Severe climate exists in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship, factual",Possible cause ,TRUE,No,FALSE,"The statement describes a condition or state (severe climate) existing in a location (Abeesee), but does not indicate any causal relationship.",,
895,The government's unwillingness to help with heat affordability causes potential future price increases,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where the government's unwillingness (cause) directly leads to potential future price increases (effect).,,
1415,Identifying vulnerable groups leads to working with the government,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that identifying vulnerable groups (the cause) directly leads to working with the government (the effect), showing a clear causal relationship.",,
648,I ask for help from organizations like Habitat for Humanity,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes an action (asking for help) but does not indicate a causal relationship where one event directly leads to or influences another.,,
811,The speaker wants to hear the government's explanation,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement expresses a desire or intention but does not indicate any causal relationship between events or actions.,,
1604,Lack of knowledge is associated with difficulty in keeping warm without a heated house,No,No,TRUE,No,n) Correlation vs. Causation: Be cautious not to confuse correlation with causation,"Relationship, correlation", ,TRUE,No,FALSE,"The statement indicates an association or correlation between lack of knowledge and difficulty in keeping warm without a heated house, but does not imply a direct causal relationship.",,
1110,Reaching out to neighbors/allies of Abeesee could result in receiving aid such as money or heating materials,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y",also k ,TRUE,Yes,TRUE,"The statement suggests that an action (reaching out to neighbors/allies) could lead to a specific outcome (receiving aid), indicating a potential causal relationship, though the certainty is not absolute due to the use of 'could'.",,
1853,Votes will be taken among the people of Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes an action (votes will be taken) but does not indicate any cause and effect relationship.,,
2141,Prices increasing for fossil fuels makes heating unaffordable for Abeesee villagers,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where the cause (prices increasing for fossil fuels) directly leads to the effect (heating becoming unaffordable for Abeesee villagers). The use of 'makes' as a direct causal verb supports this interpretation.,,
271,Involving engineers is important for planning a response,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement indicates importance but does not specify a direct causal relationship where involving engineers leads to or influences planning a response. It suggests relevance rather than causation.,,
773,A team needs to research Abeesee and surrounding villages/towns,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a need for action (research) but does not indicate any causal relationship between events or actions.,,
1619,Restrictive rules prevent heat sources from being brought into the town,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that restrictive rules (cause) prevent or stop heat sources from being brought into the town (effect), showing a clear causal relationship.",,
489,The environmental and economical stance of Abeesee causes the problem,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses 'causes' which directly indicates that the environmental and economical stance of Abeesee leads to or results in a problem, establishing a clear causal relationship.",,
1651,Affordability issues contribute to problems faced by the Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Relationship, correlation", ,TRUE,Yes,TRUE,"The statement indicates that affordability issues (cause) contribute to or lead to problems faced by the Abeesee (effect), showing a clear causal relationship.",,
299,People of Abeesee require reliable electricity near them,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of factcould be possible cause? ,TRUE,No,FALSE,The statement describes a requirement or condition but does not express a causal relationship where one event directly leads to another.,,
2015,Planners require knowledge about resources located around the village,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement describes a requirement or necessity but does not indicate that one event directly leads to another. It is more of a descriptive statement about what planners need, rather than expressing causation.",,
1537,High prices cause a scarcity of basic needs in Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses the direct causal verb 'cause', indicating that high prices directly lead to a scarcity of basic needs in Abeesee.",,
1891,Human rights groups have an interest in planning a response,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an interest or intention without indicating any cause-and-effect relationship.,,
216,The government aims to use tax money to lower heating costs,Yes,No,#N/A,Yes,,"Direct, X leads to Y",Possible solution ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where the government's use of tax money (cause) is intended to lower heating costs (effect). The phrase 'to lower' suggests purpose and direct influence.,Yes,"explicit marker (""aims to"" as synonym for ""in order to"") or causal reasoning (type f)"
1297,Groups not going without heat in the last 2 years would be involved,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement does not indicate a clear causal relationship; it lacks explicit causative verbs or phrases and appears to describe a condition or group characteristic rather than an effect caused by another event or action.,,
1456,"Raising money leads to providing access to a shared, heated public space",Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that raising money directly results in providing access to a shared, heated public space.",,
1679,Research leads to addressing higher authority,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that 'research' directly leads to or influences 'addressing higher authority', which suggests a clear causal relationship.",,
1905,Individuals working in the environmental field will be involved,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement does not indicate any causal relationship; it merely states a future involvement without specifying a cause-and-effect dynamic.,,
666,A doctor or a knowledgeable person should be involved in planning a response to Abeesee's heating issues,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement suggests a recommendation or necessity but does not indicate that involvement of a doctor or knowledgeable person directly causes an effect on Abeesee's heating issues. It lacks clear causation indicators.,,
1420,Abeesee provides heat for the community,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,#N/A,Yes,TRUE,"The statement indicates that Abeesee (presumably a power plant or heating facility) provides heat, which directly leads to the community receiving warmth, establishing a clear causal relationship.",,
504,Gathering authority figures and interested shareholders leads to forming a team,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that gathering authority figures and interested shareholders directly results in forming a team.",,
1829,Rising fossil fuel prices cause Abeesee people to be unable to afford heat,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'cause' indicating that rising fossil fuel prices directly lead to Abeesee people being unable to afford heat.,,
2097,The local government needs to access socioeconomic factors in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a need for accessing socioeconomic factors but does not indicate any causal relationship between these factors and an effect or outcome.,,
1614,Lack of accessible heat causes deaths in Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'causes', indicating that lack of accessible heat directly leads to deaths in Abeesee.",,
11,The size of the budget affects what access to resources the Abeesee people have,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses the verb 'affects', which indicates a causal relationship where the size of the budget influences access to resources for the Abeesee people.",,
405,I want to communicate with energy companies,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement expresses a desire or intention without indicating any cause and effect relationship.,,
390,Knowing more about the town and surrounding areas allows response planners to find other heat sources,No,Yes,#N/A,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic",Correlation,Lexical allows,TRUE,Yes,TRUE,"The statement indicates that knowing more about the town and surrounding areas (the cause) directly enables or allows response planners to find other heat sources (the effect), implying a clear causal relationship.",Yes,allows; possibly periphrastic enabling condition
2023,Locating other heating resources helps heat homes,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Implicit, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that locating other heating resources (cause) directly contributes to or helps in heating homes (effect), showing a clear causal relationship.",,
923,Heat loss in Abeesee caused a loss of lives,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement indicates that heat loss directly led to a loss of lives, showing a clear causal relationship.",,
804,A meeting is called by me with town council members,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes an action (calling a meeting) but does not indicate that this action leads to or influences another event or state in a causal manner.,,
893,The speaker plans to involve the government,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes a plan or intention but does not indicate any causal relationship where one event directly leads to another.,,
1565,The speaker wants to contact the leaders of Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement expresses a desire or intention but does not indicate any causal relationship between events or actions.,,
1730,Researchers determine what is needed,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes an action (determine) but does not indicate a cause-and-effect relationship between two events or states.,,
1339,The Abeesee government is involved in addressing heat loss,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement without indicating a direct causal relationship between government action and an effect or outcome.,,
126,Not being able to afford heating causes people to face major problems,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement clearly indicates a direct causal relationship where the inability to afford heating (cause) leads to people facing major problems (effect).,,
940,The user wants to know the identities of heating providers in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement expresses a desire or purpose but does not indicate any causal relationship between events, actions, or states.",,
1221,People in Abeesee communicate with the government,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a form of communication between people and the government but does not indicate any causal relationship where one action or state leads to another.,,
213,The government is involved in planning a response,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement in an activity (planning a response) but does not indicate any cause and effect relationship.,,
547,Extreme weather conditions could cause failures in the power grid,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses 'could cause', indicating that extreme weather conditions have the potential to directly lead to failures in the power grid, which is a clear causal relationship.",,
2177,The project will make the houses in the village more energy efficient,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Implicit, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates a clear causal relationship where 'the project' (cause) will lead to 'houses in the village becoming more energy efficient' (effect). The verb 'make' is used, which strongly implies causation.",,
1466,Gathering information about heating costs affects planning for heating system installation in abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Implicit, X leads to Y", ,TRUE,Yes,TRUE,"The statement implies that gathering information about heating costs has an influence on planning for heating system installation, suggesting a causal relationship where one action (gathering information) affects another (planning).",,
2004,The observer visits the Village of Abeesee to observe the climate,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement describes an action (visiting) and a purpose (to observe the climate), but does not indicate any causal relationship between these elements.",,
1941,People without heating can stay at community centers,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,"The statement describes a situation where people without heating have an option to stay at community centers, but it does not indicate that one event directly causes another or implies any causal influence.",,
908,The person plans to find a better method to supply fuel to the fossil fuel industry,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a plan or intention but does not express a direct causal relationship between events or actions.,,
535,Assessing access to renewable resources will determine if cost-effective alternative energy sources can be used in Abeesee,Yes,No,#N/A,Yes,n) Correlation vs. Causation: Be cautious not to confuse correlation with causation,"Implicit, X leads to Y",A determines B ,TRUE,Yes,TRUE,"The statement indicates that assessing access to renewable resources (the cause) will determine if cost-effective alternative energy sources can be used (the effect), implying a direct causal relationship.",Yes,"might be an unhelpful statement, but does sound like a happening leads to b happening (where b is just that determination)"
564,Abeesee's inability to pay for expensive fossil fuels causes harsh cold winters in Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'causes' indicating that Abeesee's inability to pay for expensive fossil fuels directly leads to harsh cold winters in Abeesee, establishing a clear cause and effect relationship.",,
1663,Abeesee has little heat during winter seasons,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,"The statement is a descriptive one, indicating a characteristic of Abeesee during winter seasons without implying any cause or effect relationship.",,
1921,The village is located in a country,No,No,TRUE,No,,"Statement, No cause/effect relationship","Great example of the problem with parsing: the original is ""I also just want to know what country this village is in so I can see if they can provide resources to this area"" - there IS implied causality in the response (location impacts resource availability) but not in the segment ",TRUE,No,FALSE,This statement describes a spatial relationship (location of the village within a country) and does not imply any causal influence or effect.,,
282,Underlying conditions contribute to sources of energy for Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, relationship", ,TRUE,Yes,TRUE,"The statement suggests that underlying conditions have a role in providing or enhancing sources of energy for Abeesee, implying a causal relationship where these conditions influence the availability or effectiveness of energy sources.",,
906,,No,No,TRUE,No,,Blank Statement, ,TRUE,No,FALSE,"The input text is 'nan', which does not express any relationship, causal or otherwise.",,
1267,Inviting investors leads to investors giving money to the village,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that inviting investors (the cause) directly results in investors giving money to the village (the effect).",,
1774,The local government provides housing in the village,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes an action (providing housing) by the local government but does not indicate a cause-and-effect relationship between this action and any resulting effect or outcome.,,
1825,The residents of the Village of Abeesee should be consulted,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,"The statement is a recommendation or suggestion and does not express any causal relationship between events, actions, or states.",,
51,The speaker does not know the location of Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement is a simple declaration of lack of knowledge and does not imply any causal relationship.,,
1524,The energy crisis in Abeesee is caused by the inability of villagers to access proper resources,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses the direct causal verb 'caused by', indicating that the inability of villagers to access proper resources directly leads to the energy crisis in Abeesee.",,
1551,Abeesee has complex problems,No,No,TRUE,No,,"Statement, No cause/effect relationship",Generic ,TRUE,No,FALSE,The statement is purely descriptive and does not indicate any causal relationship between Abeesee and having complex problems.,,
900,High fuel prices cause villagers to be unable to heat their homes,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement clearly indicates a direct causal relationship where high fuel prices (cause) lead to villagers' inability to heat their homes (effect).,,
368,Local citizens lobby higher government officials,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an action (lobbying) but does not indicate a clear cause and effect relationship between two events or states.,,
194,Knowing the natural resources surrounding Abeesee is important,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement expresses importance or value but does not indicate a causal relationship between knowing natural resources and any resulting effect.,,
328,The problem of heating homes affects the Abeesee residents,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Implicit, relationship", ,TRUE,Yes,TRUE,"The verb 'affects' suggests that there is an influence or impact of the problem of heating homes on Abeesee residents, indicating a causal relationship.",,
1577,Stakeholders help power the world,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement does not indicate a clear causal relationship but rather suggests a supportive or contributory role without implying direct causation.,,
1832,Abeesee people dying is associated with not having heat,No,Yes,#N/A,No,m) Implicit causality: Verbs carrying implicit causal information,"Implicit, relationship OR correlation",Meaning vs semantic,TRUE,No,FALSE,"The statement indicates an association or correlation between Abeesee people dying and not having heat, but does not imply a direct causal relationship.",No,we know it's probably causal but if it's implied causation then it's heavily implied
1469,High prices of fossil fuels cause the village to have a major problem accessing heat during winter,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement clearly indicates that high prices of fossil fuels (cause) directly lead to a major problem accessing heat during winter in the village (effect), using the causal verb 'cause'.",,
205,A temporary solution should be implemented for the situation,No,No,TRUE,No,,"Statement, No cause/effect relationship",Generic ,TRUE,No,FALSE,The statement suggests a recommendation or action without indicating any cause-and-effect relationship.,,
851,Heating homes for the entire winter results in high expenses,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'results in', indicating that heating homes for the entire winter (the cause) leads to high expenses (the effect).",,
653,I would request donations of blankets from people in local communities,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement is a request and does not express any causal relationship between events or actions.,,
989,The village belongs to whatever government it is part of,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,"The statement expresses a category membership relationship ('belongs to', 'part of') rather than a causal one.",,
1660,"The lack of money causes the lack of heat in many homes in Abeesee during the cold, harsh winters",Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses the direct causal verb 'causes' to indicate that the lack of money directly leads to the lack of heat in homes during winter, establishing a clear cause-and-effect relationship.",,
2084,The government collaborates with power plant companies on funding,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a collaborative action but does not indicate that one event directly leads to or influences another in a causal manner.,,
1818,Learning about other potential sources of sustainable and affordable energy is needed before developing a response to Abeesee's heating issue,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement indicates a sequence of actions (learning before developing) but does not express that one action directly causes or influences another in a causal sense.,,
518,Funding helps heating companies provide more reliable heat,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Implicit, relationship", ,TRUE,Yes,TRUE,"The statement indicates that funding (cause) directly contributes to or enables heating companies to provide more reliable heat (effect), showing a clear causal relationship.",,
523,People of Abeesee cannot heat their homes efficiently,No,No,TRUE,No,,"Statement, No cause/effect relationship","Possible causeInteresting because the statement is more complex - it's about what people cannot do simultaneously (safe, efficiency, and cost-effective heating ",TRUE,No,FALSE,The statement describes a condition or state (inefficient heating) but does not indicate any cause leading to this effect.,,
787,Humanitarian groups from unaffected areas are sought to provide heaters for the people of Abeesee,Yes,No,#N/A,No,,"Implicit, X leads to Y",Possible solution ,TRUE,No,FALSE,The statement describes a request or action but does not indicate that one event directly leads to another. It lacks clear causal indicators and instead focuses on an action (providing heaters) without establishing a cause-effect relationship.,No,solution is too indirect between cause and effect
174,High taxes on fossil fuels cause high heat prices,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'cause', indicating that high taxes on fossil fuels directly lead to high heat prices.",,
1362,Abeesee has access to natural resources,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement describes a property or condition (access to natural resources) of Abeesee but does not indicate any causal relationship where one event/action/state leads to another.,,
40,The government is involved in planning a response,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement in an activity (planning a response) but does not indicate any cause and effect relationship.,,
776,Research is conducted after implementing short-term changes,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement indicates a temporal sequence ('after') but does not imply that implementing short-term changes causes research to be conducted. It only states an order of events without suggesting causation.,,
1810,Lack of access/affordability of fossil fuels causes several people in Abeesee to die from unheated homes,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct Cause, ,TRUE,Yes,TRUE,The statement clearly indicates a causal relationship where the lack of access/affordability of fossil fuels (cause) directly leads to deaths from unheated homes (effect).,,
797,The town has taken actions to provide assistance,No,No,TRUE,No,,"Statement, No cause/effect relationship",Generic ,TRUE,No,FALSE,The statement describes an action taken by the town but does not indicate a cause-and-effect relationship with any resulting effect or outcome.,,
1276,Heating companies increase prices,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes an action (increasing prices) by heating companies but does not indicate any cause or effect relationship.,,
69,The town seeks to find a cheaper method to produce necessary heat,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a goal or purpose but does not express a direct causal relationship between events or actions.,,
1414,The task is to identify the most vulnerable groups in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement is a directive or task description and does not express any causal relationship between events, actions, or states.",,
1632,The corporation's purpose is to maximize profits,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,#N/A,Yes,TRUE,The statement implies a causal relationship where the defined purpose (to maximize profits) drives or influences the actions and decisions of the corporation.,,
1697,The government needs to know the status of public heating facilities' classes,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a need or requirement without indicating any cause-and-effect relationship.,,
1984,The inability of village people to access proper resources exists,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible causeBut the statement is actually about the information the participant needs ,TRUE,No,FALSE,The statement describes a condition or state but does not indicate any cause leading to this state.,,
211,The economic stance of citizens is associated with the average temperature in Abeesee,No,No,TRUE,No,n) Correlation vs. Causation: Be cautious not to confuse correlation with causation,"Statement, correlation",Statement of fact ,TRUE,No,FALSE,"The statement indicates an association or correlation between citizens' economic stance and average temperature, but does not imply a direct causal relationship.",,
397,Abeesee has long and cold winters,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,"The statement is a descriptive one, indicating a characteristic of Abeesee's climate without implying any causal relationship.",,
14,Nonprofits offering resources and funds are involved in planning,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement of nonprofits in planning but does not indicate a direct causal relationship where one action or state leads to another.,,
1797,The inquiry seeks information about the state of the economy in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement is a description of an action (seeking information) and its subject (the state of the economy in Abeesee). There is no indication of one event causing another.,,
1979,A lack of resources results in unsafe heating conditions in the winter,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'results in', indicating that a lack of resources directly leads to unsafe heating conditions in winter.",,
1600,The analysis examines the average income,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,"The statement describes an action (examining) and a subject (average income), but does not indicate any causal relationship between events or states.",,
2001,Having a group of conservationists helps to determine a cheap and sustainable source of heating for the Village of Abeesee,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Implicit, relationship",Lexical help,TRUE,Yes,TRUE,"The statement indicates that having a group of conservationists (the cause) leads to determining a cheap and sustainable source of heating (the effect), implying a direct causal relationship.",,
1140,Interviewing affected individuals helps understand the needs of the Abeesee community,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Implicit, relationship",Lexical help,TRUE,Yes,TRUE,"The statement indicates that interviewing affected individuals (the cause) leads to a better understanding of the needs of the Abeesee community (the effect), showing a clear causal relationship.",,
